Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Currency conversion fee,Currency (Currency conversion fee)
Market sell,2024-12-06 17:43:24.643,US5949181045,MSFT,"Microsoft",,EOF24605957541,0.0028770000,443.020000,USD,1.27456854,0.04,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-06 17:43:24.78,US8361001071,SOUN,"SoundHound AI",,EOF24605957545,4.0939080000,14.020000,USD,1.27265166,19.06,"GBP",45.03,"GBP",,,,,,,0.07,"GBP"
Market sell,2024-12-06 17:43:24.899,US0231351067,AMZN,"Amazon",,EOF24605957549,0.0056709000,224.760000,USD,1.27459148,0.07,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-06 17:43:26.256,US6974351057,PANW,"Palo Alto Networks",,EOF24605957555,0.0031189000,408.660000,USD,1.27456967,0.04,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-06 17:43:28.807,US70450Y1038,PYPL,"PayPal",,EOF24605957561,0.0154900000,89.690000,USD,1.27458541,0.03,"GBP",1.09,"GBP",,,,,,,,
Market sell,2024-12-06 17:43:35.306,US81762P1021,NOW,"ServiceNow",,EOF24605957582,0.0024160300,1128.790000,USD,1.27438808,0.13,"GBP",2.14,"GBP",,,,,,,,
Market sell,2024-12-06 17:43:35.318,KYG6683N1034,NU,"NU Holdings",,EOF24605957586,0.1128480000,11.970000,USD,1.27433071,-0.09,"GBP",1.06,"GBP",,,,,,,,
Market sell,2024-12-06 17:44:06.405,US03852U1060,ARMK,"Aramark",,EOF24605957696,0.0327710000,41.600000,USD,1.27408747,0.00,"GBP",1.07,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:06.767,US31428X1063,FDX,"FedEx",,EOF24605957725,0.0077542000,280.170000,USD,1.27046445,,"GBP",1.71,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:06.939,US4523081093,ITW,"Illinois Tool Works",,EOF24605957728,0.0093696000,275.260000,USD,1.27048083,,"GBP",2.03,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:07.251,US6745991058,OXY,"Occidental Petroleum",,EOF24605957731,0.0807810000,47.340000,USD,1.27048921,,"GBP",3.01,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:08.567,US4581401001,INTC,"Intel",,EOF24605957740,0.2987280000,20.840000,USD,1.27310665,,"GBP",4.90,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-06 17:44:09.067,US0382221051,AMAT,"Applied Materials",,EOF24605957747,0.0351995000,172.170000,USD,1.27317183,,"GBP",4.77,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-06 17:44:09.084,US0079031078,AMD,"Advanced Micro Devices",,EOF24605957753,0.0226052000,139.950000,USD,1.27052118,,"GBP",2.49,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:09.095,US7475251036,QCOM,"Qualcomm",,EOF24605957756,0.0303226000,158.380000,USD,1.27387092,,"GBP",3.78,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-06 17:44:09.136,US01749D1054,ALGM,"Allegro MicroSystems",,EOF24605957759,0.1546900000,21.190000,USD,1.27049655,,"GBP",2.58,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:09.804,US4370761029,HD,"Home Depot",,EOF24605957762,0.0031260000,430.800000,USD,1.27045358,,"GBP",1.06,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:09.814,US0530151036,ADP,"Automatic Data Processing",,EOF24605957765,0.0086277000,304.820000,USD,1.27048092,,"GBP",2.07,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:09.916,US24703L2025,DELL,"Dell Technologies",,EOF24605957768,0.0376579000,123.480000,USD,1.27397191,,"GBP",3.66,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-06 17:44:10.399,CA56501R1064,MFC,"Manulife Financial",,EOF24605957771,0.0455260000,32.370000,USD,1.27041087,,"GBP",1.16,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:11.236,US0718131099,BAX,"Baxter International",,EOF24605957774,0.1582630000,31.790000,USD,1.27371665,,"GBP",3.96,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-06 17:44:12.192,US4278661081,HSY,"Hershey",,EOF24605957779,0.0200142000,175.840000,USD,1.27050430,,"GBP",2.77,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:12.225,US0846707026,BRK.B,"Berkshire Hathaway (Class B)",,EOF24605957782,0.0220364000,469.890000,USD,1.27207420,,"GBP",8.15,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-06 17:44:12.885,US4432011082,HWM,"Howmet Aerospace",,EOF24605957787,0.0211912000,118.110000,USD,1.27050387,,"GBP",1.97,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:13.592,US92826C8394,V,"Visa",,EOF24605957790,0.0059497000,311.760000,USD,1.27046470,,"GBP",1.46,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:14.186,US37940X1028,GPN,"Global Payments",,EOF24605957793,0.0186097000,118.110000,USD,1.27051541,,"GBP",1.73,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:14.44,US09260D1072,BX,"Blackstone",,EOF24605957796,0.0080824000,187.060000,USD,1.27049894,,"GBP",1.19,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:15.728,USN070592100,ASML,"ASML",,EOF24605957801,0.0043082000,710.700000,USD,1.27047209,,"GBP",2.41,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:17.214,US8923561067,TSCO,"Tractor Supply",,EOF24605957808,0.0065031000,283.280000,USD,1.27048149,,"GBP",1.45,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:23.443,US1491231015,CAT,"Caterpillar",,EOF24605957835,0.0039691000,393.740000,USD,1.27056376,,"GBP",1.23,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:27.465,US2538681030,DLR,"Digital Realty Trust",,EOF24605957850,0.0133879000,191.710000,USD,1.27059124,,"GBP",2.02,"GBP",,,,,,,,
Market buy,2024-12-06 17:44:43.183,US3765361080,GOOD,"Gladstone Commercial",,EOF24605957880,0.3133470000,16.910000,USD,1.27372542,,"GBP",4.17,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-06 17:45:51.93,US28852N1090,EFC,"Ellington Financial",,EOF24605958091,0.1602780000,12.210000,USD,1.27077557,,"GBP",1.54,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:34.481,US8361001071,SOUN,"SoundHound AI",,EOF24755174708,0.5781350000,15.230000,USD,1.27793846,3.21,"GBP",6.88,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-09 14:52:34.568,US4581401001,INTC,"Intel",,EOF24755174716,0.0610250000,20.970000,USD,1.27969425,-0.13,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:34.627,US0382221051,AMAT,"Applied Materials",,EOF24755174720,0.0073966000,173.010000,USD,1.27968576,0.00,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:34.64,US31428X1063,FDX,"FedEx",,EOF24755174724,0.0045557000,280.900000,USD,1.27969613,-0.08,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:34.697,USN070592100,ASML,"ASML",,EOF24755174732,0.0017901000,714.870000,USD,1.27968878,0.05,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:34.72,US86800U3023,SMCI,"Super Micro Computer",,EOF24755174736,0.0555450000,45.620000,USD,1.27977924,0.40,"GBP",1.98,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:35.049,US2538681030,DLR,"Digital Realty Trust",,EOF24755174740,0.0066185000,193.350000,USD,1.27968697,-0.02,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:35.109,US28852N1090,EFC,"Ellington Financial",,EOF24755174744,0.1040400000,12.300000,USD,1.27969200,-0.03,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:35.148,US6745991058,OXY,"Occidental Petroleum",,EOF24755174750,0.0265160000,48.260000,USD,1.27966216,-0.05,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:35.26,US1491231015,CAT,"Caterpillar",,EOF24755174754,0.0031335000,408.390000,USD,1.27969006,-0.01,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:35.319,US7475251036,QCOM,"Qualcomm",,EOF24755174758,0.0079717000,160.530000,USD,1.27969700,0.02,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:35.611,US70450Y1038,PYPL,"PayPal",,EOF24755174769,0.0139900000,91.470000,USD,1.27966530,0.04,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:35.638,US09260D1072,BX,"Blackstone",,EOF24755174776,0.0074810000,189.880000,USD,1.27972277,-0.03,"GBP",1.11,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:37.711,KYG6683N1034,NU,"NU Holdings",,EOF24755174826,0.1057690000,12.220000,USD,1.27970017,-0.06,"GBP",1.01,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:37.8,US0718131099,BAX,"Baxter International",,EOF24755174830,0.0398530000,32.110000,USD,1.27967983,-0.05,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:39.227,US3765361080,GOOD,"Gladstone Commercial",,EOF24755174853,0.0754090000,16.970000,USD,1.27969073,-0.06,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 14:52:43.278,US01749D1054,ALGM,"Allegro MicroSystems",,EOF24755174890,0.0591080000,21.650000,USD,1.27968820,0.00,"GBP",1.00,"GBP",,,,,,,,
Market buy,2024-12-09 14:52:43.527,US5949181045,MSFT,"Microsoft",,EOF24755174904,0.0032882000,442.390000,USD,1.27602350,,"GBP",1.14,"GBP",,,,,,,,
Market buy,2024-12-09 14:52:43.619,US67066G1040,NVDA,"Nvidia",,EOF24755174907,0.0275548000,138.930000,USD,1.27606278,,"GBP",3.00,"GBP",,,,,,,,
Market buy,2024-12-09 14:52:44.765,US0079031078,AMD,"Advanced Micro Devices",,EOF24755174915,0.0235216000,134.000000,USD,1.27607060,,"GBP",2.47,"GBP",,,,,,,,
Market buy,2024-12-09 14:52:45.942,US0530151036,ADP,"Automatic Data Processing",,EOF24755174929,0.0068922000,299.930000,USD,1.27603552,,"GBP",1.62,"GBP",,,,,,,,
Market buy,2024-12-09 14:52:46.033,US0846707026,BRK.B,"Berkshire Hathaway (Class B)",,EOF24755174932,0.0105380000,467.420000,USD,1.27939531,,"GBP",3.86,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-09 14:52:46.682,US4432011082,HWM,"Howmet Aerospace",,EOF24755174939,0.0144373000,115.790000,USD,1.27610302,,"GBP",1.31,"GBP",,,,,,,,
Market buy,2024-12-09 14:52:47.182,US03852U1060,ARMK,"Aramark",,EOF24755174942,0.0545880000,40.910000,USD,1.27611147,,"GBP",1.75,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:34.724,US67066G1040,NVDA,"Nvidia",,EOF24758078446,0.0092251000,138.350000,USD,1.27629258,0.02,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:34.954,US5949181045,MSFT,"Microsoft",,EOF24758078450,0.0028638000,445.690000,USD,1.27636702,0.04,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:35.669,US4370761029,HD,"Home Depot",,EOF24758078456,0.0029723000,429.420000,USD,1.27636506,-0.01,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:35.723,US8923561067,TSCO,"Tractor Supply",,EOF24758078460,0.0045193000,282.430000,USD,1.27638589,-0.02,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:35.76,US4278661081,HSY,"Hershey",,EOF24758078464,0.0413497000,194.780000,USD,1.27438205,0.58,"GBP",6.31,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-09 20:28:35.874,US37940X1028,GPN,"Global Payments",,EOF24758078468,0.0108482000,117.660000,USD,1.27639921,-0.01,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:35.945,US24703L2025,DELL,"Dell Technologies",,EOF24758078474,0.0103620000,123.180000,USD,1.27639116,-0.02,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:36.219,US02079K3059,GOOGL,"Alphabet (Class A)",,EOF24758078478,0.0072853000,175.200000,USD,1.27638456,0.03,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:36.821,US0846707026,BRK.B,"Berkshire Hathaway (Class B)",,EOF24758078482,0.0030771000,464.550000,USD,1.27630964,-0.06,"GBP",1.12,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:37.018,US7475251036,QCOM,"Qualcomm",,EOF24758078486,0.0079436000,160.670000,USD,1.27629821,0.02,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:38.572,US6745991058,OXY,"Occidental Petroleum",,EOF24758078492,0.0260890000,48.920000,USD,1.27627388,-0.03,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:38.592,US4523081093,ITW,"Illinois Tool Works",,EOF24758078496,0.0046542000,274.220000,USD,1.27627472,-0.02,"GBP",1.00,"GBP",,,,,,,,
Market sell,2024-12-09 20:28:38.973,US0530151036,ADP,"Automatic Data Processing",,EOF24758078500,0.0042846000,297.880000,USD,1.27629664,-0.04,"GBP",1.00,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:39.607,US0079031078,AMD,"Advanced Micro Devices",,EOF24758078514,0.0108310000,130.430000,USD,1.27269128,,"GBP",1.11,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:39.655,US0382221051,AMAT,"Applied Materials",,EOF24758078517,0.0076498000,171.350000,USD,1.27261478,,"GBP",1.03,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:39.766,US2193501051,GLW,"Corning",,EOF24758078520,0.0436120000,48.440000,USD,1.27262968,,"GBP",1.66,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:39.976,US8361001071,SOUN,"SoundHound AI",,EOF24758078523,0.2125460000,14.610000,USD,1.27266272,,"GBP",2.44,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:40.843,IE000IVNQZ81,TEL,"TE Connectivity",,EOF24758078533,0.0083379000,152.640000,USD,1.27269705,,"GBP",1.00,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:41.027,US6974351057,PANW,"Palo Alto Networks",,EOF24758078538,0.0082221000,388.510000,USD,1.27265660,,"GBP",2.51,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:43.151,US09260D1072,BX,"Blackstone",,EOF24758078545,0.0102392000,185.200000,USD,1.27268445,,"GBP",1.49,"GBP",,,,,,,,
Market buy,2024-12-09 20:28:44.337,US2538681030,DLR,"Digital Realty Trust",,EOF24758078550,0.0170582000,187.270000,USD,1.27270482,,"GBP",2.51,"GBP",,,,,,,,
Deposit,2024-12-10 00:16:58,,,,"Transaction ID: KHNGQMXKWC2QPFF3",428c7505-06e2-4418-9748-03b1e9dbd18a,,,,,,,1000.00,"GBP",,,1007.00,"GBP",-7.00,"GBP",,
Market sell,2024-12-10 14:30:00.498,US00724F1012,ADBE,"Adobe",,EOF24801220058,0.0151624000,544.450000,USD,1.27591478,0.31,"GBP",6.46,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-10 14:30:00.802,US8361001071,SOUN,"SoundHound AI",,EOF24801220794,2.0128790000,14.240000,USD,1.27619754,9.35,"GBP",22.43,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:00.965,US86800U3023,SMCI,"Super Micro Computer",,EOF24801221338,0.3715270000,43.270000,USD,1.27587089,2.00,"GBP",12.58,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:00.965,US67066G1040,NVDA,"Nvidia",,EOF24801221341,0.1855673000,138.900000,USD,1.27600485,0.43,"GBP",20.17,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:01.886,US09260D1072,BX,"Blackstone",,EOF24801223851,0.1422346000,185.350000,USD,1.27604952,-0.93,"GBP",20.63,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:01.886,US0718131099,BAX,"Baxter International",,EOF24801223854,0.5773130000,31.720000,USD,1.27612323,-0.80,"GBP",14.33,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:01.886,US0079031078,AMD,"Advanced Micro Devices",,EOF24801223857,0.1388918000,131.570000,USD,1.27611690,-0.54,"GBP",14.30,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:01.886,US2538681030,DLR,"Digital Realty Trust",,EOF24801223860,0.1445524000,187.240000,USD,1.27609577,-1.02,"GBP",21.18,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:01.886,IE000IVNQZ81,TEL,"TE Connectivity",,EOF24801223863,0.1166054000,150.360000,USD,1.27603987,-0.17,"GBP",13.72,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:01.886,US37940X1028,GPN,"Global Payments",,EOF24801223866,0.2108028000,116.210000,USD,1.27590590,-0.48,"GBP",19.17,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:02.257,US70450Y1038,PYPL,"PayPal",,EOF24801225307,0.1891550000,89.920000,USD,1.27598031,0.40,"GBP",13.31,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:02.257,US02079K3059,GOOGL,"Alphabet (Class A)",,EOF24801225310,0.1450812000,182.770000,USD,1.27605827,1.43,"GBP",20.75,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:02.257,US6745991058,OXY,"Occidental Petroleum",,EOF24801225314,0.1552790000,48.720000,USD,1.27574922,-0.22,"GBP",5.92,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-10 14:30:02.257,KYG6683N1034,NU,"NU Holdings",,EOF24801225317,2.1419440000,11.980000,USD,1.27600642,-1.65,"GBP",20.08,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:02.257,US1491231015,CAT,"Caterpillar",,EOF24801225320,0.0210697000,391.200000,USD,1.27592362,-0.34,"GBP",6.45,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-10 14:30:02.257,US4432011082,HWM,"Howmet Aerospace",,EOF24801225323,0.1545254000,113.380000,USD,1.27604441,-0.58,"GBP",13.71,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:02.9,US5949181045,MSFT,"Microsoft",,EOF24801228486,0.0183523000,443.550000,USD,1.27588756,0.23,"GBP",6.37,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-10 14:30:02.9,US3765361080,GOOD,"Gladstone Commercial",,EOF24801228489,1.6521600000,16.800000,USD,1.27615117,-1.36,"GBP",21.72,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:02.9,US31428X1063,FDX,"FedEx",,EOF24801228492,0.0595231000,279.100000,USD,1.27595216,-1.16,"GBP",13.00,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:02.9,US4278661081,HSY,"Hershey",,EOF24801228495,0.0895196000,193.000000,USD,1.27601793,1.12,"GBP",13.52,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:02.9,US0231351067,AMZN,"Amazon",,EOF24801228560,0.0387498000,225.900000,USD,1.27603204,0.51,"GBP",6.85,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-10 14:30:02.9,US2193501051,GLW,"Corning",,EOF24801228563,0.3701900000,48.190000,USD,1.27606982,-0.13,"GBP",13.96,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:02.9,USN070592100,ASML,"ASML",,EOF24801228566,0.0354337000,716.250000,USD,1.27598731,1.12,"GBP",19.86,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:02.9,US8923561067,TSCO,"Tractor Supply",,EOF24801228569,0.0605524000,283.850000,USD,1.27600584,-0.16,"GBP",13.45,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:02.9,US6974351057,PANW,"Palo Alto Networks",,EOF24801228572,0.0461589000,390.910000,USD,1.27609445,-0.09,"GBP",14.12,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:03.122,US4581401001,INTC,"Intel",,EOF24801229637,0.8056750000,20.810000,USD,1.27595865,-1.77,"GBP",13.12,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:03.122,US92826C8394,V,"Visa",,EOF24801229640,0.0563554000,307.030000,USD,1.27601758,-0.48,"GBP",13.54,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:03.122,CA56501R1064,MFC,"Manulife Financial",,EOF24801229628,0.5418040000,31.700000,USD,1.27601684,-0.29,"GBP",13.44,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:03.541,US4523081093,ITW,"Illinois Tool Works",,EOF24801231153,0.0930065000,273.000000,USD,1.27591831,-0.56,"GBP",19.87,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:04.544,US0382221051,AMAT,"Applied Materials",,EOF24801234400,0.1041536000,172.500000,USD,1.27602954,-0.07,"GBP",14.06,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:04.919,US7475251036,QCOM,"Qualcomm",,EOF24801236367,0.1635064000,160.760000,USD,1.27598489,0.41,"GBP",20.57,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:04.919,US28852N1090,EFC,"Ellington Financial",,EOF24801236370,1.4165790000,12.250000,USD,1.27596270,-0.36,"GBP",13.58,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:04.919,US81762P1021,NOW,"ServiceNow",,EOF24801236373,0.0160561600,1111.000000,USD,1.27599383,0.62,"GBP",13.96,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:30:04.919,US0378331005,AAPL,"Apple",,EOF24801236376,0.0357132000,246.900000,USD,1.27606209,0.26,"GBP",6.90,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-10 14:30:05.2,US4370761029,HD,"Home Depot",,EOF24801238605,0.0179529000,425.640000,USD,1.27570490,-0.10,"GBP",5.98,"GBP",,,,,,,0.01,"GBP"
Market sell,2024-12-10 14:30:05.2,US0530151036,ADP,"Automatic Data Processing",,EOF24801238611,0.0861236000,296.000000,USD,1.27590518,-1.01,"GBP",19.95,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:30:06.812,US01749D1054,ALGM,"Allegro MicroSystems",,EOF24801240346,0.8101780000,21.340000,USD,1.27595561,-0.13,"GBP",13.53,"GBP",,,,,,,0.02,"GBP"
Market sell,2024-12-10 14:31:21.914,US03852U1060,ARMK,"Aramark",,EOF24801242999,0.6348340000,39.900000,USD,1.27606431,-0.80,"GBP",19.82,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:31:38.416,US24703L2025,DELL,"Dell Technologies",,EOF24801243268,0.2084746000,122.660000,USD,1.27602267,-0.39,"GBP",20.01,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 14:32:18.847,US0846707026,BRK.B,"Berkshire Hathaway (Class B)",,EOF24801244208,0.2880454000,464.000000,USD,1.27592425,-6.14,"GBP",104.59,"GBP",,,,,,,0.16,"GBP"
Market sell,2024-12-10 15:31:56.227,USN070592100,ASML,"ASML",,EOF24802997510,0.1105636000,708.020000,USD,1.27265875,2.95,"GBP",61.42,"GBP",,,,,,,0.09,"GBP"
Market sell,2024-12-10 15:31:56.24,US67066G1040,NVDA,"Nvidia",,EOF24802997512,0.5642766000,140.020000,USD,1.27271278,1.95,"GBP",61.99,"GBP",,,,,,,0.09,"GBP"
Market sell,2024-12-10 15:31:56.271,US6974351057,PANW,"Palo Alto Networks",,EOF24802997514,0.1332500000,394.660000,USD,1.27271164,0.25,"GBP",41.26,"GBP",,,,,,,0.06,"GBP"
Market sell,2024-12-10 15:31:56.282,US0079031078,AMD,"Advanced Micro Devices",,EOF24802997516,0.3954411000,129.440000,USD,1.27264783,-2.07,"GBP",40.16,"GBP",,,,,,,0.06,"GBP"
Market sell,2024-12-10 15:31:56.324,US3765361080,GOOD,"Gladstone Commercial",,EOF24802997518,4.4798550000,16.830000,USD,1.27272045,-3.44,"GBP",59.15,"GBP",,,,,,,0.09,"GBP"
Market sell,2024-12-10 15:31:56.371,US0231351067,AMZN,"Amazon",,EOF24802997520,0.1145097000,227.820000,USD,1.27256584,1.72,"GBP",20.47,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 15:31:56.381,US86800U3023,SMCI,"Super Micro Computer",,EOF24802997522,1.1666250000,40.830000,USD,1.27259681,4.16,"GBP",37.37,"GBP",,,,,,,0.06,"GBP"
Market sell,2024-12-10 15:31:56.428,US24703L2025,DELL,"Dell Technologies",,EOF24802997524,0.6313829000,119.490000,USD,1.27267109,-2.61,"GBP",59.19,"GBP",,,,,,,0.09,"GBP"
Market sell,2024-12-10 15:31:56.61,US4581401001,INTC,"Intel",,EOF24802997526,2.4904960000,20.280000,USD,1.27254368,-6.39,"GBP",39.63,"GBP",,,,,,,0.06,"GBP"
Market sell,2024-12-10 15:31:56.629,US6745991058,OXY,"Occidental Petroleum",,EOF24802997528,0.5310530000,48.100000,USD,1.27272791,-0.97,"GBP",20.04,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 15:31:56.715,US01749D1054,ALGM,"Allegro MicroSystems",,EOF24802997530,2.4268150000,20.640000,USD,1.27259810,-1.60,"GBP",39.30,"GBP",,,,,,,0.06,"GBP"
Market sell,2024-12-10 15:31:56.809,US8923561067,TSCO,"Tractor Supply",,EOF24802997532,0.1822773000,285.590000,USD,1.27246575,-0.12,"GBP",40.85,"GBP",,,,,,,0.06,"GBP"
Market sell,2024-12-10 15:31:56.91,US02079K3059,GOOGL,"Alphabet (Class A)",,EOF24802997534,0.4457704000,184.000000,USD,1.27264163,4.98,"GBP",64.35,"GBP",,,,,,,0.10,"GBP"
Market sell,2024-12-10 15:31:56.919,US8361001071,SOUN,"SoundHound AI",,EOF24802997536,5.1448940000,14.560000,USD,1.27267510,25.35,"GBP",58.77,"GBP",,,,,,,0.09,"GBP"
Market sell,2024-12-10 15:31:56.988,US0378331005,AAPL,"Apple",,EOF24802997538,0.1049507000,246.730000,USD,1.27245632,0.79,"GBP",20.32,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 15:31:57.277,US5949181045,MSFT,"Microsoft",,EOF24802997540,0.0582150000,447.700000,USD,1.27260036,0.98,"GBP",20.45,"GBP",,,,,,,0.03,"GBP"
Market sell,2024-12-10 15:31:57.322,US0382221051,AMAT,"Applied Materials",,EOF24802997542,0.3025126000,170.190000,USD,1.27248194,-0.62,"GBP",40.40,"GBP",,,,,,,0.06,"GBP"
Market sell,2024-12-10 15:31:57.517,US09260D1072,BX,"Blackstone",,EOF24802997544,0.4221359000,188.540000,USD,1.27261756,-1.53,"GBP",62.45,"GBP",,,,,,,0.09,"GBP"
Market sell,2024-12-10 15:31:57.739,US4523081093,ITW,"Illinois Tool Works",,EOF24802997546,0.2841866000,271.390000,USD,1.27269639,-1.93,"GBP",60.51,"GBP",,,,,,,0.09,"GBP"
Market sell,2024-12-10 15:31:57.918,CA56501R1064,MFC,"Manulife Financial",,EOF24802997548,1.6179960000,31.650000,USD,1.27260371,-0.83,"GBP",40.18,"GBP",,,,,,,0.06,"GBP"
